merchant_name,month,monthly_spend
Garcia PLC,2025-07-01,10745.100000000002
Harris and Sons,2025-07-01,10689.47
Turner Ltd,2025-07-01,10629.07
Clark and Sons,2025-07-01,10613.480000000001
Stephens Group,2025-07-01,10582.279999999999
Kim and Sons,2025-07-01,10575.74
Rodriguez-Cooper,2025-07-01,10553.18
Thomas Ltd,2025-07-01,10472.98
Hill and Sons,2025-07-01,10384.67
Carroll LLC,2025-07-01,10379.240000000002
Harris Inc,2025-07-01,10358.51
Jenkins and Sons,2025-07-01,10343.05
Thomas PLC,2025-07-01,10183.09
Bradley Inc,2025-07-01,10176.74
Warren Group,2025-07-01,10075.76
George Group,2025-07-01,9978.99
Hall Ltd,2025-07-01,9958.7
Alexander LLC,2025-07-01,9926.56
Johnson Ltd,2025-07-01,9887.11
Le LLC,2025-07-01,9833.92
Walker and Sons,2025-07-01,9732.43
Brown Ltd,2025-07-01,9718.07
Garcia-Miller,2025-07-01,9693.83
Wood LLC,2025-07-01,9691.19
Hill Group,2025-07-01,9648.54
Sanchez Group,2025-07-01,9625.84
Johnson-Jones,2025-07-01,9594.119999999999
Jackson Inc,2025-07-01,9480.779999999999
Morgan Ltd,2025-07-01,9368.869999999999
Moore LLC,2025-07-01,9356.97
Thomas and Sons,2025-07-01,9346.759999999998
Davis LLC,2025-07-01,9343.699999999999
Gonzales Group,2025-07-01,9322.39
King Group,2025-07-01,9300.33
Edwards LLC,2025-07-01,9294.6
Hernandez Group,2025-07-01,9255.07
Hudson LLC,2025-07-01,9147.369999999999
Caldwell and Sons,2025-07-01,9086.720000000001
Griffin Group,2025-07-01,9066.73
Tucker Ltd,2025-07-01,9053.38
Hudson Inc,2025-07-01,9001.720000000001
Rodriguez Inc,2025-07-01,8964.89
Joseph Ltd,2025-07-01,8964.2
Burns PLC,2025-07-01,8959.13
Rivera Group,2025-07-01,8947.08
Obrien Ltd,2025-07-01,8912.11
Gonzalez LLC,2025-07-01,8884.93
Zimmerman PLC,2025-07-01,8856.0
Hernandez Inc,2025-07-01,8855.49
Brandt Group,2025-07-01,8826.18
Sanchez Ltd,2025-07-01,8801.79
Gonzalez and Sons,2025-07-01,8755.42
Knight PLC,2025-07-01,8713.01
Anderson Inc,2025-07-01,8703.23
Ward Ltd,2025-07-01,8697.419999999998
Alvarez Ltd,2025-07-01,8665.23
Jones-Brown,2025-07-01,8659.970000000001
Mitchell LLC,2025-07-01,8604.77
Castillo Group,2025-07-01,8558.45
Kelly Inc,2025-07-01,8528.2
Mendoza and Sons,2025-07-01,8496.4
Martin Ltd,2025-07-01,8467.66
Salazar LLC,2025-07-01,8406.74
Simon Ltd,2025-07-01,8384.36
Rogers Group,2025-07-01,8337.03
Odom Ltd,2025-07-01,8307.57
Macdonald LLC,2025-07-01,8252.03
Johnston Ltd,2025-07-01,8242.29
Lee Inc,2025-07-01,8146.52
Moore PLC,2025-07-01,8128.2
Hamilton and Sons,2025-07-01,8110.540000000001
Warren Inc,2025-07-01,8081.42
Mann Inc,2025-07-01,8053.22
Rodriguez LLC,2025-07-01,8050.33
Gill PLC,2025-07-01,8045.68
Reed PLC,2025-07-01,8002.13
King LLC,2025-07-01,7981.6
Adams Group,2025-07-01,7965.7300000000005
Evans Group,2025-07-01,7959.530000000001
Olson Group,2025-07-01,7956.01
Price and Sons,2025-07-01,7953.450000000001
Allen Group,2025-07-01,7914.95
Hoover PLC,2025-07-01,7862.139999999999
Cook LLC,2025-07-01,7781.82
Weiss Ltd,2025-07-01,7750.51
Taylor Inc,2025-07-01,7732.18
Fox-Johnson,2025-07-01,7699.26
Ford and Sons,2025-07-01,7698.719999999999
Phillips PLC,2025-07-01,7681.38
Rodriguez-Green,2025-07-01,7674.799999999999
Smith-Jones,2025-07-01,7655.74
Nichols LLC,2025-07-01,7648.82
Mendez PLC,2025-07-01,7643.37
Williamson Ltd,2025-07-01,7619.28
Wells Group,2025-07-01,7618.74
Gibbs Ltd,2025-07-01,7618.21
Neal and Sons,2025-07-01,7585.389999999999
Walker PLC,2025-07-01,7568.1
Hall Inc,2025-07-01,7508.71
Woods Inc,2025-07-01,7488.63
Baker Group,2025-07-01,7477.549999999999
Harris PLC,2025-07-01,7459.629999999999
Miller-Robinson,2025-07-01,7436.83
Scott and Sons,2025-07-01,7425.01
Martinez Group,2025-07-01,7409.9
Carroll Group,2025-07-01,7403.450000000001
Robinson Ltd,2025-07-01,7399.75
Fuller PLC,2025-07-01,7382.9
Price PLC,2025-07-01,7354.949999999999
Rogers LLC,2025-07-01,7324.54
Martin and Sons,2025-07-01,7324.1900000000005
Cooper Group,2025-07-01,7316.15
Roth Inc,2025-07-01,7310.5
Cabrera and Sons,2025-07-01,7280.4
Harrison Group,2025-07-01,7221.67
Gutierrez Inc,2025-07-01,7195.219999999999
Chambers LLC,2025-07-01,7189.280000000001
Rodriguez-Chavez,2025-07-01,7187.98
Wood PLC,2025-07-01,7168.57
Medina LLC,2025-07-01,7166.08
Fernandez and Sons,2025-07-01,7163.39
Wilson and Sons,2025-07-01,7114.950000000001
Vaughn Group,2025-07-01,7078.700000000001
Roberts Inc,2025-07-01,7072.009999999999
Mitchell PLC,2025-07-01,7063.82
Sanchez LLC,2025-07-01,7048.120000000001
Lewis PLC,2025-07-01,7031.280000000001
Meyer and Sons,2025-07-01,7027.77
Fisher Ltd,2025-07-01,7024.74
Swanson Ltd,2025-07-01,7016.79
Pierce Ltd,2025-07-01,7010.040000000001
Gray Inc,2025-07-01,6993.98
Hamilton PLC,2025-07-01,6983.43
Brown Group,2025-07-01,6966.43
Stevens LLC,2025-07-01,6964.53
Navarro and Sons,2025-07-01,6947.9
Smith-Taylor,2025-07-01,6921.5
Campbell Inc,2025-07-01,6911.200000000001
Medina PLC,2025-07-01,6856.280000000001
Hernandez and Sons,2025-07-01,6842.669999999999
Walker-Walker,2025-07-01,6836.780000000001
Hicks-Smith,2025-07-01,6821.02
Phillips and Sons,2025-07-01,6809.85
Gonzalez-Smith,2025-07-01,6803.889999999999
Wagner LLC,2025-07-01,6798.15
Wagner Inc,2025-07-01,6755.219999999999
Smith-Miller,2025-07-01,6738.339999999999
Reed Ltd,2025-07-01,6697.7
Graham PLC,2025-07-01,6687.2
Hunt Inc,2025-07-01,6677.41
Jones-Rivera,2025-07-01,6658.42
Crawford and Sons,2025-07-01,6644.95
Johnson-Williams,2025-07-01,6630.290000000001
Holmes Ltd,2025-07-01,6597.299999999999
Thompson PLC,2025-07-01,6592.23
Todd Ltd,2025-07-01,6584.62
Long LLC,2025-07-01,6571.57
Myers LLC,2025-07-01,6549.51
Navarro LLC,2025-07-01,6549.120000000001
Copeland PLC,2025-07-01,6544.72
Ortiz LLC,2025-07-01,6537.9
Leonard Inc,2025-07-01,6535.849999999999
Walker Group,2025-07-01,6533.2
Rios Group,2025-07-01,6532.7300000000005
Bradley LLC,2025-07-01,6528.459999999999
White-Thomas,2025-07-01,6526.66
Robbins PLC,2025-07-01,6526.45
Gonzales and Sons,2025-07-01,6504.57
Webb Inc,2025-07-01,6498.71
Hunt-Jones,2025-07-01,6495.209999999999
Carroll and Sons,2025-07-01,6488.969999999999
Greene Ltd,2025-07-01,6466.82
Mitchell Group,2025-07-01,6435.870000000001
Vasquez Inc,2025-07-01,6427.55
Wilson Inc,2025-07-01,6415.860000000001
Sanchez PLC,2025-07-01,6399.61
Beard and Sons,2025-07-01,6356.85
Brown-Oliver,2025-07-01,6356.07
Young and Sons,2025-07-01,6352.900000000001
Wyatt LLC,2025-07-01,6352.8099999999995
Diaz Ltd,2025-07-01,6334.81
Allen and Sons,2025-07-01,6273.709999999999
Schmidt Ltd,2025-07-01,6270.29
Davenport Inc,2025-07-01,6250.5599999999995
Clark Ltd,2025-07-01,6240.719999999999
Powers Inc,2025-07-01,6225.01
Collins and Sons,2025-07-01,6212.93
Brown PLC,2025-07-01,6193.98
Young Group,2025-07-01,6181.2699999999995
Montoya PLC,2025-07-01,6179.28
Johnson-Martin,2025-07-01,6160.69
Allen Ltd,2025-07-01,6150.83
Ward LLC,2025-07-01,6146.3
Miles PLC,2025-07-01,6141.79
Taylor and Sons,2025-07-01,6139.82
Adams Inc,2025-07-01,6131.77
Gonzalez-Jones,2025-07-01,6124.9
Murphy Group,2025-07-01,6124.62
Little Ltd,2025-07-01,6120.73
Poole and Sons,2025-07-01,6089.049999999999
Hall-Miller,2025-07-01,6085.75
Mueller-Watson,2025-07-01,6025.8
Smith-Lopez,2025-07-01,6016.03
Hardy Inc,2025-07-01,6014.57
Rios Inc,2025-07-01,6011.73
Austin and Sons,2025-07-01,5997.52
Powell and Sons,2025-07-01,5976.860000000001
Thomas-Brewer,2025-07-01,5976.3
Reed LLC,2025-07-01,5946.59
Miller PLC,2025-07-01,5932.09
Strickland LLC,2025-07-01,5931.73
Gallagher LLC,2025-07-01,5918.4800000000005
Cooper Ltd,2025-07-01,5912.42
Howe Group,2025-07-01,5885.26
Vasquez Ltd,2025-07-01,5884.74
Roberts and Sons,2025-07-01,5884.63
Poole Group,2025-07-01,5882.29
Schneider LLC,2025-07-01,5856.1
Carter PLC,2025-07-01,5832.35
Gonzalez Inc,2025-07-01,5828.84
Daniels Inc,2025-07-01,5814.33
Spencer Inc,2025-07-01,5763.06
Mcclain PLC,2025-07-01,5762.639999999999
Burgess PLC,2025-07-01,5744.99
Black Inc,2025-07-01,5735.43
Miller and Sons,2025-07-01,5731.18
Garcia-Rodriguez,2025-07-01,5722.3
Orozco Group,2025-07-01,5685.4
Young-Williamson,2025-07-01,5666.98
Griffin LLC,2025-07-01,5656.16
Thompson and Sons,2025-07-01,5624.13
Harmon PLC,2025-07-01,5601.92
Davis PLC,2025-07-01,5586.67
Jones Inc,2025-07-01,5585.93
Murray LLC,2025-07-01,5561.139999999999
Hernandez Ltd,2025-07-01,5556.85
Collins PLC,2025-07-01,5555.01
Gallegos Inc,2025-07-01,5554.5599999999995
Pierce and Sons,2025-07-01,5546.22
Ferguson and Sons,2025-07-01,5538.1
Lopez-Williams,2025-07-01,5535.8099999999995
Perez Inc,2025-07-01,5531.11
Ferguson Group,2025-07-01,5526.46
Sullivan and Sons,2025-07-01,5497.89
Navarro PLC,2025-07-01,5493.3099999999995
Peterson LLC,2025-07-01,5479.7699999999995
Woods Ltd,2025-07-01,5468.95
Flores LLC,2025-07-01,5462.49
Scott LLC,2025-07-01,5460.0
Garrett Ltd,2025-07-01,5459.17
Harrison LLC,2025-07-01,5439.84
Ramsey and Sons,2025-07-01,5423.42
Holland PLC,2025-07-01,5418.03
Gordon Group,2025-07-01,5417.25
Waters PLC,2025-07-01,5391.040000000001
Robertson and Sons,2025-07-01,5390.96
Payne Ltd,2025-07-01,5387.46
Bryant Group,2025-07-01,5382.4400000000005
Arroyo and Sons,2025-07-01,5373.0
Lee LLC,2025-07-01,5365.7
Mccall LLC,2025-07-01,5354.23
Lee Ltd,2025-07-01,5351.24
Gilbert and Sons,2025-07-01,5331.25
Watson LLC,2025-07-01,5328.24
Gibson and Sons,2025-07-01,5326.69
Mcpherson Ltd,2025-07-01,5316.91
Price LLC,2025-07-01,5314.139999999999
Martinez Ltd,2025-07-01,5304.49
Estes Group,2025-07-01,5296.219999999999
Russell Group,2025-07-01,5294.98
Carter Ltd,2025-07-01,5213.31
Wood Group,2025-07-01,5204.18
Payne Inc,2025-07-01,5204.04
Weaver Ltd,2025-07-01,5183.11
Howell LLC,2025-07-01,5181.92
Jordan Inc,2025-07-01,5167.87
Hayes PLC,2025-07-01,5164.47
Taylor LLC,2025-07-01,5159.34
Glover PLC,2025-07-01,5152.59
Burns Group,2025-07-01,5147.41
Murray and Sons,2025-07-01,5128.3099999999995
Santiago Group,2025-07-01,5124.71
Bartlett and Sons,2025-07-01,5106.41
Lawrence Inc,2025-07-01,5105.66
Jackson-Adams,2025-07-01,5101.33
Miller LLC,2025-07-01,5097.18
Gomez PLC,2025-07-01,5092.98
Oconnor LLC,2025-07-01,5090.75
Walker LLC,2025-07-01,5085.71
Moreno and Sons,2025-07-01,5079.8099999999995
Williams-Davis,2025-07-01,5076.45
Palmer PLC,2025-07-01,5059.85
Smith-Torres,2025-07-01,5050.87
Butler Ltd,2025-07-01,5047.209999999999
Hall Group,2025-07-01,5035.8
Scott Inc,2025-07-01,5030.82
Garcia-Brooks,2025-07-01,5002.1900000000005
"Peterson, Norton and Villanueva",2025-07-01,4999.66
"Michael, Myers and Daniels",2025-07-01,4998.56
"Vega, Jenkins and Sullivan",2025-07-01,4998.05
"Rivera, Smith and Mitchell",2025-07-01,4997.1
Larson-Price,2025-07-01,4996.92
"Perkins, Smith and Ellis",2025-07-01,4996.83
Foster-Morris,2025-07-01,4996.68
"Smith, Evans and Johnson",2025-07-01,4995.9
Hill Ltd,2025-07-01,4995.71
Simmons-Lopez,2025-07-01,4994.37
"Benjamin, Heath and Juarez",2025-07-01,4994.11
"Mcbride, Bell and Reed",2025-07-01,4993.24
Ramos LLC,2025-07-01,4992.47
Munoz-Poole,2025-07-01,4991.88
"Adams, Ellis and Black",2025-07-01,4990.78
"Keller, Cruz and Erickson",2025-07-01,4990.52
Ball Ltd,2025-07-01,4990.16
"Henderson, Hoffman and Rogers",2025-07-01,4990.14
"Davidson, Chaney and Rodriguez",2025-07-01,4989.75
"Hernandez, Miller and Peterson",2025-07-01,4989.34
Torres PLC,2025-07-01,4989.29
Garrett PLC,2025-07-01,4989.06
"Hughes, Monroe and Green",2025-07-01,4988.73
"Alexander, Oliver and Johnson",2025-07-01,4987.62
Perez-Bender,2025-07-01,4984.51
Carr-Pratt,2025-07-01,4984.4
Garcia-Webb,2025-07-01,4983.94
"Reese, Cox and Oneill",2025-07-01,4983.61
Cole LLC,2025-07-01,4982.08
Wiggins-Perez,2025-07-01,4981.76
"Gentry, Robertson and Smith",2025-07-01,4981.28
Stanton-Gordon,2025-07-01,4981.24
"Wallace, Wright and Walters",2025-07-01,4979.52
"West, Ferguson and Molina",2025-07-01,4978.6
Hughes PLC,2025-07-01,4977.76
"Smith, Cobb and Young",2025-07-01,4976.88
Hall-Pitts,2025-07-01,4976.3
Cowan-Cunningham,2025-07-01,4976.07
Khan LLC,2025-07-01,4976.02
"Lewis, Pitts and Bailey",2025-07-01,4975.64
Elliott-Gonzales,2025-07-01,4975.51
Adkins and Sons,2025-07-01,4974.07
Martinez-Jones,2025-07-01,4972.51
"Oliver, Bullock and Powell",2025-07-01,4972.36
Ford LLC,2025-07-01,4972.24
Rodriguez-Hanson,2025-07-01,4971.14
Smith-Strong,2025-07-01,4970.04
"Foster, Mccarthy and Mitchell",2025-07-01,4969.82
Hall-Moreno,2025-07-01,4969.43
"Robinson, Ballard and Lynch",2025-07-01,4969.3
"Phillips, Davila and Kim",2025-07-01,4968.71
"Rogers, Woods and Alvarado",2025-07-01,4968.08
Hernandez-Wilson,2025-07-01,4967.94
Rice-Nelson,2025-07-01,4966.99
Turner-Thomas,2025-07-01,4966.95
Berry and Sons,2025-07-01,4966.25
Jackson-Mahoney,2025-07-01,4965.39
Lopez-Osborne,2025-07-01,4964.21
"Duke, Alvarez and Trevino",2025-07-01,4964.05
"Young, Jackson and Reyes",2025-07-01,4963.28
Peterson Group,2025-07-01,4962.58
"Campbell, Cobb and Williams",2025-07-01,4961.94
Dudley-Rogers,2025-07-01,4959.69
"Wolf, Williams and Turner",2025-07-01,4959.52
"Martin, Owens and Macias",2025-07-01,4959.13
Walters-Spears,2025-07-01,4957.86
"Kaiser, Lee and Clark",2025-07-01,4956.32
"Conway, Ritter and Lopez",2025-07-01,4956.23
"Ramirez, Schaefer and Walker",2025-07-01,4956.2
Bailey-Hayden,2025-07-01,4956.1
Mcdaniel Ltd,2025-07-01,4955.35
Chan LLC,2025-07-01,4955.349999999999
Peterson and Sons,2025-07-01,4954.77
Todd-Medina,2025-07-01,4954.18
Travis LLC,2025-07-01,4953.49
"White, Robinson and Todd",2025-07-01,4952.76
"Reid, Peterson and Davidson",2025-07-01,4952.45
"Newton, Evans and Mcdaniel",2025-07-01,4952.2
Mcgee Inc,2025-07-01,4952.06
"Bauer, Wright and Murray",2025-07-01,4951.6
Miller-Mccoy,2025-07-01,4951.52
Green-Kelly,2025-07-01,4950.78
"Ho, King and French",2025-07-01,4950.66
"Smith, Rodriguez and Perkins",2025-07-01,4949.2
"House, Anderson and Hines",2025-07-01,4948.22
Ramirez-Wheeler,2025-07-01,4945.37
Hunter Inc,2025-07-01,4944.37
Sanchez-Gregory,2025-07-01,4944.09
Collins Inc,2025-07-01,4943.110000000001
Bartlett-Johnston,2025-07-01,4942.58
Burns-Richardson,2025-07-01,4942.36
Kane-Curry,2025-07-01,4941.51
White-Miller,2025-07-01,4941.37
"Rodriguez, Zimmerman and Garcia",2025-07-01,4940.56
Wright-Sharp,2025-07-01,4940.11
West-Stephens,2025-07-01,4939.88
Padilla LLC,2025-07-01,4939.25
Weber Ltd,2025-07-01,4939.19
"Garcia, Jones and Young",2025-07-01,4938.71
"Brown, Norton and Boyd",2025-07-01,4937.73
Williamson LLC,2025-07-01,4937.31
Ellis Inc,2025-07-01,4937.06
"Jensen, Anderson and Collins",2025-07-01,4936.98
Graves-Johnson,2025-07-01,4936.96
"Huffman, Nelson and Lewis",2025-07-01,4936.51
"Thomas, Griffin and Burns",2025-07-01,4935.58
"Irwin, Thomas and White",2025-07-01,4934.43
Crawford-Meyer,2025-07-01,4933.61
"Hansen, Olsen and Klein",2025-07-01,4933.04
Ferguson-Goodman,2025-07-01,4932.96
Sanchez-Marquez,2025-07-01,4932.86
Carter-James,2025-07-01,4932.38
"Davis, Robinson and Pace",2025-07-01,4929.93
Holt-Diaz,2025-07-01,4928.56
"Mathis, Moreno and Briggs",2025-07-01,4928.54
Vincent-Boyd,2025-07-01,4928.29
Rush PLC,2025-07-01,4927.7
"Parker, Moyer and Parker",2025-07-01,4926.86
Delacruz Group,2025-07-01,4926.35
Dyer-Johnson,2025-07-01,4926.17
"Mcdonald, Simmons and Ruiz",2025-07-01,4925.63
"Burgess, Zhang and Gibson",2025-07-01,4925.1
Morris-Roberts,2025-07-01,4924.58
Kelly-Bonilla,2025-07-01,4924.35
"Keller, Freeman and Meyers",2025-07-01,4924.28
West-Mills,2025-07-01,4921.92
Blair-Poole,2025-07-01,4921.3
Fletcher and Sons,2025-07-01,4921.16
Campbell-Gallagher,2025-07-01,4921.08
Mcneil PLC,2025-07-01,4920.09
"Gill, White and Turner",2025-07-01,4920.08
"Mercer, Byrd and Ramirez",2025-07-01,4920.0
"Briggs, Williams and Ortega",2025-07-01,4919.99
Brennan-Delacruz,2025-07-01,4917.92
"Johnson, Davis and Welch",2025-07-01,4917.67
Pope Ltd,2025-07-01,4915.84
"Bowen, Whitaker and Smith",2025-07-01,4914.3
Carrillo Ltd,2025-07-01,4914.09
"Miller, Dyer and Johnson",2025-07-01,4911.26
Silva Inc,2025-07-01,4910.82
Frost LLC,2025-07-01,4910.05
Rivera-Bishop,2025-07-01,4909.68
Jennings-Potter,2025-07-01,4906.64
"Miller, Perez and Martin",2025-07-01,4905.23
Brewer-Choi,2025-07-01,4903.96
Harris-Padilla,2025-07-01,4903.95
Flores-Sanchez,2025-07-01,4903.91
"Watkins, Edwards and Carey",2025-07-01,4903.77
"Hall, Jones and Kerr",2025-07-01,4903.38
Patterson-Yoder,2025-07-01,4902.95
Johnson-Hughes,2025-07-01,4902.47
"Martinez, Parker and Zavala",2025-07-01,4902.08
Cooke-Kent,2025-07-01,4902.04
"Sheppard, Hall and Everett",2025-07-01,4901.57
Wilson-Parrish,2025-07-01,4901.09
Wiley LLC,2025-07-01,4900.97
Edwards-Hughes,2025-07-01,4899.79
"Wilkinson, Jordan and Frazier",2025-07-01,4899.16
Baker-Hall,2025-07-01,4898.81
Estrada Ltd,2025-07-01,4897.87
"Mcdaniel, Brewer and Jarvis",2025-07-01,4896.12
"Moore, Mendez and Green",2025-07-01,4895.46
"Walker, Smith and Cummings",2025-07-01,4894.76
Cunningham-Dunn,2025-07-01,4893.71
Keith Ltd,2025-07-01,4892.73
"Hurley, Proctor and Salazar",2025-07-01,4892.35
Johnson-Wright,2025-07-01,4891.71
"Powell, Williams and Rowe",2025-07-01,4891.1
"Stephens, Powell and Williams",2025-07-01,4890.81
Ayers Inc,2025-07-01,4890.64
Collins-Beard,2025-07-01,4890.54
Boyd-Johnson,2025-07-01,4886.94
Castaneda-Pittman,2025-07-01,4884.62
Fowler Ltd,2025-07-01,4881.43
Proctor Ltd,2025-07-01,4881.08
Saunders-Williams,2025-07-01,4880.88
"Chen, Smith and Lawrence",2025-07-01,4880.31
"Mcdonald, Cherry and Short",2025-07-01,4877.51
Anderson-Wood,2025-07-01,4877.37
Leonard-White,2025-07-01,4877.36
Brock-Berger,2025-07-01,4876.99
Doyle-Rasmussen,2025-07-01,4876.46
Lara-Cervantes,2025-07-01,4875.89
Marks-Riggs,2025-07-01,4873.1
"Whitaker, Hernandez and Singleton",2025-07-01,4872.64
"Hill, Harvey and Morgan",2025-07-01,4872.43
"Collins, Esparza and Pineda",2025-07-01,4871.86
Armstrong LLC,2025-07-01,4871.0
"Martin, Martin and Cox",2025-07-01,4870.36
Booker-Graham,2025-07-01,4869.76
Watson-Robertson,2025-07-01,4869.29
"Lee, Mcclure and King",2025-07-01,4869.19
"Ortega, Fisher and Guerrero",2025-07-01,4869.1
Rogers-Thompson,2025-07-01,4869.07
Barry Ltd,2025-07-01,4869.07
"Mann, Rogers and Jackson",2025-07-01,4867.27
"Porter, Singleton and Jones",2025-07-01,4867.15
Duncan-Jacobs,2025-07-01,4867.08
Alexander-Oconnor,2025-07-01,4866.55
Brown-Gibson,2025-07-01,4865.22
Hart-Riley,2025-07-01,4865.1
Sanchez-Porter,2025-07-01,4864.93
Myers-Jones,2025-07-01,4864.71
Mcpherson Group,2025-07-01,4864.1
"Miller, Gonzalez and Gomez",2025-07-01,4863.64
Garza and Sons,2025-07-01,4860.86
Reynolds-Wilson,2025-07-01,4860.54
Thomas-Johnson,2025-07-01,4860.07
Mullins Group,2025-07-01,4858.24
"Mann, Nicholson and Kemp",2025-07-01,4858.21
"Martinez, Hartman and Williams",2025-07-01,4856.7
Fleming PLC,2025-07-01,4856.66
Pratt-Lam,2025-07-01,4855.55
Parker Ltd,2025-07-01,4854.74
Webster Group,2025-07-01,4853.5
Watkins-Black,2025-07-01,4853.15
Schultz-Nguyen,2025-07-01,4852.21
"Williamson, Miller and Ramirez",2025-07-01,4851.83
Harris Group,2025-07-01,4851.51
Barnett LLC,2025-07-01,4851.06
Martin-Green,2025-07-01,4850.62
Jackson-Gutierrez,2025-07-01,4850.59
Gordon-Contreras,2025-07-01,4850.1
Frost-Bryant,2025-07-01,4850.07
"Thompson, Swanson and Lynch",2025-07-01,4849.64
"Guzman, Morales and Williams",2025-07-01,4848.94
Newton Ltd,2025-07-01,4848.76
Nixon-Jenkins,2025-07-01,4848.22
Ruiz Ltd,2025-07-01,4847.84
"Dennis, Jones and Wilcox",2025-07-01,4847.0
"Lloyd, Cook and Zamora",2025-07-01,4846.15
"Rivera, Harris and Medina",2025-07-01,4845.77
Nolan-Buck,2025-07-01,4844.94
Costa PLC,2025-07-01,4842.62
Camacho-Thomas,2025-07-01,4842.18
Reyes-Allison,2025-07-01,4841.4
Fritz Group,2025-07-01,4841.14
"Cooper, Mccullough and Johnson",2025-07-01,4840.69
Lee-Carr,2025-07-01,4839.45
"Miller, Ballard and Sanchez",2025-07-01,4838.59
"Gill, Patel and Phillips",2025-07-01,4838.51
Christensen PLC,2025-07-01,4838.44
"Garcia, Martinez and Malone",2025-07-01,4837.16
"Ward, Smith and Hicks",2025-07-01,4836.76
"Charles, Terry and Wilson",2025-07-01,4836.5
Turner-Avila,2025-07-01,4836.5
Thomas-Lane,2025-07-01,4835.99
Vazquez-Oliver,2025-07-01,4835.15
Gordon-Jones,2025-07-01,4835.12
Mckee-Wilson,2025-07-01,4834.64
"Miller, Garcia and Rich",2025-07-01,4834.57
"Gomez, Martinez and Rivera",2025-07-01,4833.37
Lopez-Mitchell,2025-07-01,4833.14
"Levy, Freeman and Morgan",2025-07-01,4832.53
Fowler Inc,2025-07-01,4832.16
Lowe and Sons,2025-07-01,4831.18
"Gonzalez, Edwards and Carr",2025-07-01,4830.11
Leonard-Hall,2025-07-01,4826.92
"Dunlap, Kennedy and Perez",2025-07-01,4826.81
Simpson-Oliver,2025-07-01,4826.12
"Walsh, Delacruz and Hill",2025-07-01,4826.0
"King, Savage and Kane",2025-07-01,4824.87
"Young, Fields and Martinez",2025-07-01,4823.89
Byrd PLC,2025-07-01,4822.85
Anthony Group,2025-07-01,4822.79
"Wilson, Burton and Golden",2025-07-01,4821.93
Owen Ltd,2025-07-01,4821.7
"Bradley, Benton and Lambert",2025-07-01,4821.56
Rojas-Stewart,2025-07-01,4821.46
Page-Gallagher,2025-07-01,4821.34
Sheppard and Sons,2025-07-01,4820.5
Boyd-Lawson,2025-07-01,4819.87
Kramer-Grant,2025-07-01,4817.41
Martinez-Harmon,2025-07-01,4817.3
Hill-Anderson,2025-07-01,4816.48
Raymond-Flores,2025-07-01,4816.43
York LLC,2025-07-01,4815.53
"Miller, Allen and Webster",2025-07-01,4815.44
"Martin, Phillips and Owens",2025-07-01,4815.08
"Smith, Reynolds and Navarro",2025-07-01,4815.0
"Sanders, Hopkins and Lewis",2025-07-01,4814.0
Newman Inc,2025-07-01,4813.29
Johnson-Lopez,2025-07-01,4810.85
"Ingram, Martin and Valencia",2025-07-01,4810.59
Hayes LLC,2025-07-01,4806.53
Cohen Ltd,2025-07-01,4806.32
Howard-Wong,2025-07-01,4805.8
Harris-Cisneros,2025-07-01,4805.65
Owens Group,2025-07-01,4804.96
Holmes-James,2025-07-01,4804.91
"Wilkins, Osborne and Jones",2025-07-01,4804.91
Smith-Hendrix,2025-07-01,4803.14
Scott-Lopez,2025-07-01,4802.61
Patterson Ltd,2025-07-01,4800.08
Henderson LLC,2025-07-01,4799.54
Malone-Schultz,2025-07-01,4798.77
Camacho-Brown,2025-07-01,4798.69
Hubbard PLC,2025-07-01,4797.4400000000005
Craig-Lopez,2025-07-01,4797.27
Garner-Mcbride,2025-07-01,4797.2
Baker and Sons,2025-07-01,4796.58
Thomas Inc,2025-07-01,4795.48
Soto-Farmer,2025-07-01,4795.12
Navarro Inc,2025-07-01,4794.44
"Lewis, Montoya and Quinn",2025-07-01,4794.17
