merchant_name,avg_txn_value
Long-Powers,2336.24
Solis Ltd,2336.2124999999996
"Chan, Jones and Russell",2335.98
"Harding, Lee and Gibson",2335.89
Cox-Townsend,2335.86
"Porter, Kennedy and French",2335.84
"Harvey, Hansen and Dunn",2335.84
Glover-Meyer,2335.81
Carrillo-Sims,2335.8
"Chang, Mcdowell and Keller",2335.76
Lawson-Buchanan,2335.72
Mays-Farmer,2335.47
"Clark, Cox and Jones",2335.33
Mercer LLC,2335.23
Rose-Pham,2334.95
Hall-Sanders,2334.92
Le-Arnold,2334.9
"Hill, Morrow and Smith",2334.65
Kemp and Sons,2334.605
West Group,2334.5814285714287
Lewis-Taylor,2334.48
Wood Group,2334.478
"Hamilton, Berg and Nichols",2334.35
Chan-Love,2334.17
Warner-Jordan,2334.1
"Ellison, Dillon and Smith",2334.02
"Cunningham, Jackson and Walker",2333.87
Davila-Harris,2333.81
"Hughes, Sheppard and Hicks",2333.66
Haynes-Collins,2333.63
Hamilton-Gutierrez,2333.61
Krause Ltd,2333.57
Ingram Ltd,2333.415
"Kramer, Fowler and Cruz",2333.28
Nelson-Osborne,2333.27
"Vargas, Howell and Harper",2333.19
"Adams, Woodward and Black",2333.13
"Knox, George and Phillips",2333.1
"Green, Black and Sexton",2332.92
Tran-Travis,2332.84
Mullins-Fitzgerald,2332.69
Smith-Wolfe,2332.68
Blackburn-Graves,2332.67
"Mckay, Mitchell and Sanders",2332.64
"Fisher, Duran and Smith",2332.51
"Perez, Turner and Berry",2332.46
"Ford, Miles and Bennett",2332.26
Walters-Butler,2332.17
"Phillips, Whitney and Barrett",2332.11
"Johnson, Wagner and Moore",2332.11
Wells-Duncan,2332.07
"Salinas, Fernandez and Schmidt",2332.04
Robbins-Horn,2331.94
"Washington, Moreno and Tate",2331.9
Washington-Leach,2331.88
Allen LLC,2331.7327272727275
Black-Williams,2331.685
Henry Ltd,2331.6809090909096
Morse-Moore,2331.67
"Nelson, Romero and Smith",2331.54
Johnston-Anderson,2331.51
"Carter, Hays and Deleon",2331.45
Jordan-Herman,2331.42
"Roach, Jones and Cardenas",2331.32
"Gray, Jacobson and Friedman",2331.29
Nixon Group,2331.17
Short-Hill,2331.03
"Smith, Henderson and Obrien",2331.01
Cardenas-Simon,2331.01
"Daniels, Morales and Hall",2330.72
Odom-Barry,2330.72
"Orozco, Johnson and Mckinney",2330.6
"Jordan, Smith and Li",2330.52
Lowery-Romero,2330.48
"Contreras, Hill and Ingram",2330.44
Holland-Hayes,2330.41
Colon-Chapman,2330.39
Bauer-Pearson,2330.37
Roberts-Alvarez,2330.32
Patterson-Pierce,2330.3
Kelley Group,2330.277142857143
Harper-Bowen,2330.16
"Davis, Williams and Norton",2330.13
Pena-Richardson,2330.11
Contreras-Williams,2330.09
"Bartlett, Daniels and Lopez",2329.9
Holland-Lambert,2329.87
Phillips Ltd,2329.831875
Frederick-Wright,2329.81
White-Arroyo,2329.69
Calderon-Oconnor,2329.67
Deleon-Barnes,2329.6
Lynn-Hernandez,2329.56
Pruitt Ltd,2329.49
"Collins, Reed and Robinson",2329.38
Ramos and Sons,2329.3660000000004
Lewis-Porter,2329.2
Blair Ltd,2329.19
Mason-Parrish,2329.16
Bender-Lyons,2328.92
Vargas-Short,2328.85
"Morgan, Aguilar and Williams",2328.82
"Hurley, Floyd and Mahoney",2328.66
"Hancock, Medina and Lee",2328.63
Griffin-Martinez,2328.625
"Skinner, Ali and Bradford",2328.56
"Hood, Martinez and Jenkins",2328.48
"Jefferson, Page and Galloway",2328.46
Hernandez-Rivera,2328.32
"Chang, Thompson and King",2328.15
"Cruz, Maldonado and Cabrera",2328.11
Andrews-Scott,2327.99
"Walker, Miller and Howell",2327.98
Hernandez-Villarreal,2327.93
Silva-Vaughn,2327.87
Saunders PLC,2327.787
Rocha and Sons,2327.7466666666664
Villarreal LLC,2327.715
"Webb, Morales and Sims",2327.67
Duke-Donaldson,2327.47
Greer-Wheeler,2327.46
Morales-Green,2327.4300000000003
"Thomas, Smith and Hernandez",2327.33
Oneill LLC,2327.1499999999996
"Barnes, Erickson and Choi",2327.1
"Alvarez, Jarvis and Henson",2326.89
Cooper-Kelly,2326.89
Neal-Smith,2326.82
"Obrien, Price and Ortiz",2326.7
Willis Inc,2326.6614285714286
Scott-Davila,2326.54
Woods-Phillips,2326.49
"Phillips, Mora and Campos",2326.48
"Martinez, Ramsey and Lane",2326.45
"Munoz, Holder and Mann",2326.37
"Newton, Carter and Klein",2326.32
Price LLC,2326.1891666666666
"Shelton, Moore and Valdez",2326.16
"Jones, Montoya and Lane",2326.16
Ritter Inc,2326.15
"Davidson, Ross and Bruce",2326.11
"Orr, Foster and Brown",2325.97
York-Aguirre,2325.87
"Ray, Love and Torres",2325.85
Arellano-Smith,2325.84
"Rocha, Gutierrez and Cardenas",2325.77
Cruz-Vance,2325.77
"Garrett, Love and Hill",2325.76
Hunt-Russell,2325.65
"Tran, Vega and Johnson",2325.59
"Frye, Calderon and Brewer",2325.43
Hernandez-Lewis,2325.41
Solis-Johnson,2325.4066666666668
Barry-Robinson,2325.18
"Meadows, Dawson and Jones",2325.09
"Cabrera, Mcconnell and Castillo",2325.03
"Blanchard, Rich and Small",2325.0
"Taylor, Green and Vazquez",2324.93
"Moore, Schneider and Stewart",2324.93
Alvarez-Craig,2324.9
Lawson LLC,2324.7216666666664
"Moore, Brooks and Patel",2324.67
Wiley-Thomas,2324.59
Lamb Ltd,2324.58
Burke-Zavala,2324.4
Jackson-Keller,2324.26
"Alvarez, Clark and Bush",2324.22
"Simmons, Andrews and Greene",2324.2
Smith and Sons,2324.16992063492
Frederick-Rodriguez,2323.87
Smith-Miller,2323.844666666666
Norris Inc,2323.7483333333334
"Myers, Martinez and Pena",2323.62
"Montes, Morgan and Price",2323.56
King-Howard,2323.56
Copeland-Wade,2323.52
"Barrett, Chung and Moss",2323.3
Fisher-Chen,2323.28
"Anderson, Ramirez and Nelson",2323.26
"Wilson, Bailey and Kerr",2323.17
"Copeland, West and Stein",2323.06
"Bryant, Davis and Kennedy",2322.71
"Scott, Santos and Rivas",2322.7
Mcneil-Dunn,2322.69
Robinson-Holloway,2322.67
"Hughes, Pollard and Young",2322.45
Henry-Barnett,2322.34
Johnson-Rogers,2322.285
"Johnson, Terry and Wilson",2322.26
"Sanders, Reyes and Murphy",2322.2
Farmer-Casey,2322.1
Gutierrez-Hinton,2322.05
"Harris, Andrews and Smith",2322.01
Turner and Sons,2322.003333333333
Moreno Inc,2321.8755555555563
"Woods, Green and Martinez",2321.78
"Fuller, Thompson and Martinez",2321.73
Dudley-West,2321.73
Carroll-Lawson,2321.49
Klein Inc,2321.422
"Jones, Adams and Jones",2321.35
"Davenport, Sanchez and Hill",2321.33
"Keller, Price and Harrison",2321.28
Watkins-Jackson,2321.15
Gibbs-Meadows,2321.06
"Cervantes, Brady and Roman",2320.92
Miranda-Jensen,2320.87
Hayden Group,2320.72
Nelson-Duran,2320.6
Frey-Hunter,2320.6
Bray and Sons,2320.56
Nelson-Mckay,2320.5
"Mcclure, Lewis and Wright",2320.46
Bean-Stout,2320.35
Ashley Ltd,2320.31
Zimmerman PLC,2320.2714285714283
King-Miles,2320.2
Wang PLC,2320.175
Sheppard LLC,2320.1366666666668
Harris-Holmes,2320.13
Andersen-Smith,2320.13
Gilmore Ltd,2320.023333333333
"Neal, Daniels and Becker",2319.95
Welch-Bryant,2319.93
Reese-Bates,2319.91
Barnett-Kelly,2319.88
"Smith, Barnett and Parks",2319.83
"Bowman, Owens and Johnson",2319.82
"Brown, Kirby and Parker",2319.75
Rodriguez-Price,2319.73
Hensley LLC,2319.69
"Taylor, Hall and Curry",2319.61
"Liu, Jensen and Brooks",2319.35
"Contreras, Evans and Frank",2319.33
"Schwartz, Harris and Jones",2319.25
"Green, Mccoy and Harrison",2319.15
"Anderson, Jenkins and Berry",2319.14
Greene-Lin,2319.06
"Cruz, Murillo and Nichols",2318.98
"Barnes, Dixon and Crosby",2318.89
Orr-Martinez,2318.87
"Dalton, Irwin and Conway",2318.81
Baker Ltd,2318.629047619048
"Burns, Howard and Evans",2318.62
"Bell, Daniels and Woods",2318.58
Parker Ltd,2318.5314285714285
Solis PLC,2318.495
"Myers, Gibson and Fuentes",2318.43
Mahoney Group,2318.365
Goodman Inc,2318.364
Jensen-Williams,2318.2400000000002
"Carlson, Gardner and Guzman",2318.22
"James, Carlson and Hall",2318.22
Lewis PLC,2318.1209090909088
"Sims, Edwards and Brown",2318.1
"Diaz, Miller and Young",2318.07
Miller-Moore,2318.0425
"Robertson, Brown and Garza",2317.97
Powell-Cobb,2317.97
"Mack, Nguyen and Morse",2317.91
Mills-Harrison,2317.89
Bowman-Thompson,2317.86
Wilson PLC,2317.8393181818183
Carter-Contreras,2317.65
Nelson-Hernandez,2317.64
Hayes-Lopez,2317.58
Mcclain Inc,2317.55
Johnson-Williams,2317.543
Gonzalez-Roberson,2317.49
Parker LLC,2317.4394444444447
"Tucker, Wallace and Sharp",2317.43
"Bender, Alvarez and Miranda",2317.35
"Clark, Kelley and Taylor",2317.31
"Bryant, Valdez and Hernandez",2317.28
"Robinson, Wright and Jimenez",2317.22
Jones-Garcia,2316.9933333333333
"Gonzalez, Velazquez and Jackson",2316.96
"Fields, Larson and Coleman",2316.8
Gibbs-Alvarez,2316.79
Anderson LLC,2316.7627777777775
White-Fernandez,2316.57
Evans-Ayers,2316.32
"Nguyen, Lyons and Ward",2316.26
"Perez, Lawrence and Cox",2316.22
Cardenas-Fleming,2316.06
"Cruz, Levy and Oneal",2315.94
"Castro, Pollard and Richardson",2315.89
Dyer and Sons,2315.89
Gregory LLC,2315.7583333333337
"Gonzales, Mosley and Bean",2315.67
Edwards-Black,2315.67
"Hinton, Wyatt and Webster",2315.65
Duran Group,2315.6225
Bradshaw Inc,2315.5
Wagner-Sanford,2315.41
Johnson Ltd,2314.6589156626496
Lopez-Ferguson,2314.58
Edwards-Phillips,2314.55
Nelson-Joseph,2314.265
Weaver-Ryan,2314.19
Steele-Robinson,2314.19
Williams-Casey,2314.15
Taylor-Collins,2314.11
Myers-Obrien,2314.06
Morrison-Wise,2314.05
Maynard-Thomas,2313.88
Moss LLC,2313.86375
"Lopez, Frey and Welch",2313.78
"Mason, Williams and Clark",2313.75
"Johnson, Clayton and Barton",2313.72
Larson-Avery,2313.71
Santiago and Sons,2313.66
"Harris, Macdonald and Cunningham",2313.59
"Walton, Robinson and Ramsey",2313.57
"Yang, Martinez and Townsend",2313.56
"Holder, Bernard and Berg",2313.53
"Vargas, Bond and Diaz",2313.5
Hayes-Hansen,2313.49
"Hodges, Hammond and Mendez",2313.46
Patel-Francis,2313.29
Greene-Wong,2313.29
"Brown, Cooper and Martin",2313.27
"Lewis, Reed and Walls",2313.26
Jones-Kirby,2312.995
Peterson-Jordan,2312.89
Reyes-Moss,2312.87
"Miller, Burke and Carson",2312.86
Moore-Brown,2312.7825000000003
Erickson-Ortiz,2312.78
"Brown, Russell and Wilson",2312.66
"Bentley, Phillips and Turner",2312.61
"Rodriguez, Moran and Frey",2312.56
"Holloway, Maxwell and Clark",2312.52
"Maxwell, Ryan and Ayers",2312.52
Frederick-Shea,2312.4
"Carter, Jones and Ford",2312.24
Scott Group,2312.24
Robinson-Shepard,2312.24
"Townsend, Pope and Woods",2312.23
Rodgers Inc,2312.125
"Graham, Horton and Price",2312.12
"Jordan, Ramos and Reed",2312.12
Roberts-Alvarado,2312.085
Berry-Wallace,2312.03
"Hernandez, Acosta and Knight",2311.96
Roberson Group,2311.84
Lowe-Lewis,2311.83
"Townsend, Martinez and Hale",2311.64
Rivera-Clarke,2311.58
"Gonzalez, Contreras and Davis",2311.57
Meyer-Lopez,2311.56
Gonzalez-Burch,2311.16
Rosales PLC,2311.1066666666666
"Rodriguez, Miller and Garcia",2310.99
"Watson, Wilkins and Chan",2310.99
"Key, Sparks and Lowe",2310.94
"Ray, Edwards and Tucker",2310.82
Dixon-Navarro,2310.8
Chase PLC,2310.7324999999996
"Medina, Jones and Black",2310.73
"Campbell, Banks and Brown",2310.67
"Johnson, Martin and King",2310.67
Fritz Ltd,2310.59
Cross-Fletcher,2310.56
"Jennings, Smith and Baker",2310.55
"Vasquez, Hardy and Graham",2310.54
Ruiz-Walters,2310.45
Martinez-James,2310.345
"Martinez, Schroeder and Davis",2310.32
Kelley-Kidd,2310.32
Olson-Mitchell,2310.3
Stevens Ltd,2310.2937500000003
Castro Inc,2310.2255555555553
Turner-Mack,2310.15
Long Group,2309.9862500000004
Martinez-Thomas,2309.755
"Tucker, Harvey and Blake",2309.71
Frost-Levine,2309.69
Harris-Black,2309.6
Estrada-Matthews,2309.58
Taylor-Allen,2309.54
Brooks Ltd,2309.5177777777776
"Hunt, Sweeney and Smith",2309.51
James-Weaver,2309.49
"White, Hopkins and Meadows",2309.28
Decker-Sparks,2309.25
"Cantu, Griffin and Schultz",2309.19
Strickland-Lin,2309.09
Huber Group,2309.025
"Smith, Robinson and Barnes",2309.02
"Golden, Chen and Martinez",2308.99
Freeman-Jackson,2308.99
"Ford, Rodriguez and Miller",2308.86
"Banks, Nicholson and Stewart",2308.85
"King, Russell and Mitchell",2308.8
"Browning, Flores and Henry",2308.68
Hernandez Group,2308.601025641026
Vaughan-Jones,2308.565
"Robinson, Valencia and Wright",2308.55
Mcgrath-Dickerson,2308.55
"Bishop, Johnson and Jones",2308.54
Jones-Williams,2308.54
"Larsen, Crawford and Lowery",2308.53
Rivera-Hall,2308.5
Lopez-Huff,2308.46
"Sparks, Dean and Aguilar",2308.43
Schneider Inc,2308.2
"Williamson, Pierce and Young",2308.11
Merritt-Robinson,2308.07
Pierce-Black,2307.97
"Melton, Rodgers and Morgan",2307.95
Santos-Gay,2307.94
Kennedy Inc,2307.906
"Jackson, Rodriguez and Mccoy",2307.86
Simmons-Beck,2307.84
"Ali, Ramirez and Avila",2307.79
"Cooper, Patrick and Thompson",2307.61
Nash-Willis,2307.56
Mckay-Smith,2307.55
Frederick LLC,2307.443333333333
"Thomas, Johnson and Garcia",2307.44
Adams-Harrison,2307.32
Guerrero-Williams,2307.2349999999997
Vargas-Dennis,2307.13
Gordon-Cabrera,2307.01
Dawson PLC,2306.96
"Mann, Hayden and Guzman",2306.89
"Gregory, Myers and Welch",2306.88
Miller-Lee,2306.81
"Hanson, Duarte and Richardson",2306.73
"Bush, Jenkins and Dalton",2306.68
Bryant and Sons,2306.584
Holmes-Smith,2306.58
Lindsey-Young,2306.57
"Christensen, May and Patterson",2306.47
"Tyler, Stanley and House",2306.3
Brown LLC,2306.2788888888886
Clark Ltd,2306.2324
"Roach, Miller and Ferguson",2306.21
"Taylor, Lopez and Griffin",2306.16
Lloyd-Sampson,2306.15
Thomas-Graham,2306.135
Huynh-Vargas,2306.13
Mason LLC,2306.112
"Reid, Jacobs and Keller",2305.92
Sanders-Ross,2305.89
Wong LLC,2305.875
"Johnson, Williams and Cisneros",2305.86
"Bradley, Roman and Edwards",2305.71
Smith-Lawrence,2305.6866666666665
Martinez-Marks,2305.61
White-Holder,2305.6
Bell-Mercado,2305.56
Wheeler and Sons,2305.529
Campbell-Alvarado,2305.52
"Chaney, Hunt and Scott",2305.45
"Rodriguez, Vargas and Rodriguez",2305.43
"Rice, Greene and Jacobs",2305.43
Salas-May,2305.42
English-Garcia,2305.36
Harrington Inc,2305.3450000000003
Weaver PLC,2305.3424999999997
Porter-Miller,2305.3
Gomez-Byrd,2305.14
Jacobson and Sons,2305.11
"Fernandez, Smith and Thomas",2305.05
"Houston, Miller and Clayton",2305.03
"Mooney, Moses and Chavez",2304.87
"Rivera, Zuniga and Gutierrez",2304.85
Bolton-Miller,2304.76
"Keller, Anderson and Johnson",2304.64
"Morales, Odom and Williams",2304.62
Shepard-Burke,2304.52
Torres-Brooks,2304.36
Le-Small,2304.33
Young and Sons,2304.2815
Davis-Hayden,2304.22
Miles-Peterson,2304.205
"Oneill, Ramirez and Thompson",2304.2
"Harrison, Patton and Jackson",2304.09
Morrow-Davis,2304.05
Hogan and Sons,2303.94
Mcfarland Inc,2303.8050000000003
"Hubbard, Kim and Brown",2303.79
Martinez-Merritt,2303.76
"Miller, Fields and Weiss",2303.52
Thomas-Matthews,2303.35
Watts Group,2303.2725
Johnson-Myers,2303.233333333333
"Johnson, Fischer and Johnson",2303.12
"Boyd, Gonzalez and Mathews",2303.08
"Wood, Moore and Castro",2303.05
Hartman and Sons,2303.0175
Zavala-Good,2302.99
"Mcintyre, Gaines and Rodriguez",2302.94
Schroeder Group,2302.93
Terrell-Underwood,2302.92
"King, Johnson and Rodriguez",2302.9
Watson-Marquez,2302.9
"Schaefer, Scott and Ramirez",2302.88
Clark-Green,2302.75
"Perkins, Woods and Martin",2302.74
Newman-Patel,2302.69
Ramirez-Myers,2302.64
"Hernandez, Carroll and Romero",2302.52
"Johnson, Black and Brady",2302.52
Hodges-Horton,2302.33
"Patterson, Carlson and Richardson",2302.25
"Baker, Green and Stone",2302.21
Griffin-Rios,2302.08
"Smith, Jones and Velasquez",2302.06
Castillo-Johnson,2301.905
"Morgan, Kaufman and Hernandez",2301.88
Smith-Wong,2301.875
"Hayes, Anderson and Johnson",2301.87
Faulkner Ltd,2301.87
"Perez, Nelson and Richards",2301.86
"Cervantes, Bentley and Reilly",2301.68
"Marshall, Mcgee and Blackburn",2301.64
"Richardson, Johnson and Coffey",2301.61
"Contreras, Watts and Tucker",2301.53
Kemp-Newton,2301.45
Peck Group,2301.38
Espinoza PLC,2301.31
"Pena, Washington and Ortega",2301.2
Kelly-Fry,2301.18
Pennington and Sons,2301.1725
Lopez-Wall,2301.14
"Hall, Palmer and Robinson",2301.12
Richardson-Long,2300.96
Benjamin PLC,2300.94
"Young, Brown and Hernandez",2300.87
"Maldonado, Evans and Harvey",2300.68
"Knight, Scott and Wells",2300.68
Torres-Wright,2300.61
Sampson-Beck,2300.48
"Chen, Morris and Colon",2300.43
"Williams, Chen and Ramos",2300.39
"Nguyen, Woods and Ford",2300.35
"Navarro, Wood and Love",2300.23
"Walker, Lee and Brown",2300.21
Hoffman PLC,2300.1111111111113
Anderson-Vance,2300.11
"Estrada, Rice and Sanders",2300.08
Williamson-Russell,2300.01
"Jones, Mclaughlin and Golden",2299.94
Marshall-Haynes,2299.92
Mayo Inc,2299.855
Aguilar-Parker,2299.85
Keller-Wilson,2299.85
Mann-Black,2299.82
"Hughes, Adams and Ferrell",2299.72
Rosario-Perez,2299.67
Spears-Howard,2299.525
"Rodriguez, Bryan and Baldwin",2299.5
Boone-Watkins,2299.36
Reyes and Sons,2299.3537499999998
Wiley-Davis,2299.31
Rosario-Johnson,2299.28
"Hernandez, Snyder and Young",2299.27
"Green, Abbott and Buchanan",2299.22
Johnson-Davis,2299.21
Johnson-Crosby,2299.15
Stewart Group,2299.122222222222
"Bailey, Johnson and Bailey",2299.1
"Brown, Herrera and Anderson",2299.05
"Hodge, Sanders and Lyons",2298.98
"Hodges, Navarro and Mack",2298.95
Parsons-Wagner,2298.88
"Cabrera, Turner and Robinson",2298.87
"Mclean, Taylor and Cruz",2298.86
"Hall, Spencer and Salazar",2298.84
"Martinez, Schwartz and Gates",2298.84
"Lopez, Wright and Singleton",2298.56
Pruitt-Smith,2298.53
Powell-Crawford,2298.51
Trujillo Ltd,2298.426
Thomas-Miller,2298.25
Morgan-Morgan,2298.23
"Cannon, Jones and Mason",2298.17
"Rogers, Jackson and Weiss",2298.11
Gordon-Vasquez,2298.05
Mitchell LLC,2298.026875
Blake PLC,2298.0016666666666
Peterson-Ramos,2297.625
"Lee, Hernandez and Johnson",2297.44
"Gonzalez, Johnson and Blackburn",2297.33
Mcdonald-Nelson,2297.29
Francis Ltd,2297.2133333333336
Richmond-Porter,2297.2
"Hamilton, Anderson and Walker",2297.14
"Mathews, Hernandez and Steele",2297.12
"Tucker, Sanford and Bass",2297.1
Murphy-Carrillo,2297.02
"Johnson, Page and Wood",2297.01
"Hall, Rich and Mitchell",2296.89
Valencia Inc,2296.8725
Hopkins-Mcgee,2296.73
Andersen PLC,2296.655
"Cannon, Henderson and Johnson",2296.54
"Lawrence, Williams and Allen",2296.52
Smith-Alexander,2296.435
"Rojas, Donovan and Kline",2296.38
Howard and Sons,2296.333076923077
Hardin-Smith,2296.32
Contreras-Buchanan,2296.2
Morrison-Ramirez,2296.2
Castillo Inc,2296.1099999999997
Edwards LLC,2296.078333333333
"Harmon, Tate and Welch",2296.07
"White, Pollard and Novak",2296.04
Gilbert Ltd,2296.018333333333
"Lee, Clark and Nunez",2295.94
"Ayala, Matthews and Harper",2295.91
Garcia-Ali,2295.91
English LLC,2295.8500000000004
Jensen-Hernandez,2295.85
"Curtis, Parker and Nelson",2295.79
Gilbert-Hall,2295.77
Mullins Ltd,2295.686666666667
King-Conway,2295.64
Dougherty LLC,2295.59
"Lewis, Nguyen and Carrillo",2295.56
Lynch-Smith,2295.42
"Cook, Shaw and Rodriguez",2295.39
"Reed, Thomas and Eaton",2295.33
Hunt Group,2295.328571428571
Hayes Ltd,2295.2133333333336
Young-Wolf,2295.16
"Webb, Kidd and Bailey",2295.14
Nelson-Johnson,2294.848
"Hill, Frazier and Novak",2294.84
Morgan Group,2294.828571428571
"Navarro, Hanna and Smith",2294.77
Gill Group,2294.543333333333
"Reyes, Miller and Wilson",2294.48
"Elliott, White and Collins",2294.47
"Colon, Patel and Jensen",2294.36
Barrett LLC,2294.3175
Bowman-Gonzalez,2294.2
Wright-Stephenson,2294.19
"Hall, Dunn and Hamilton",2294.03
Cruz-Maxwell,2293.97
"Grimes, Sullivan and Arroyo",2293.77
Simpson-Brown,2293.64
Shannon LLC,2293.605
"King, Stephens and Collins",2293.58
Rios-Rocha,2293.52
Ward-Cannon,2293.32
"Greer, Proctor and Davila",2293.3
"Hill, Bailey and Cruz",2293.3
"Miller, Moore and Fernandez",2293.23
"Long, Parker and Lucero",2293.23
Smith-Morgan,2293.22
Mills-Arellano,2293.2
"Harris, Morgan and Russo",2293.17
Kent and Sons,2293.13
"Owens, Sexton and Torres",2293.11
Marquez-Page,2293.08
Krause Inc,2293.026666666666
Hampton-Brown,2293.02
"Martin, Moore and Herrera",2293.0
Hill-Eaton,2292.96
Nelson-Kelley,2292.95
Walker-Becker,2292.84
Jones-Snyder,2292.79
Hill-Cohen,2292.72
Davis-Johnson,2292.6549999999997
"Payne, Ferguson and Johnson",2292.54
"White, Nunez and Charles",2292.54
"Miller, Haas and Warner",2292.5
Douglas-Lopez,2292.42
"Thomas, Cardenas and Garcia",2292.4
"Shelton, Allison and Thomas",2292.39
"Rios, Bailey and Roberts",2292.38
Taylor-Garcia,2292.276
Shields PLC,2292.27
Martinez-Hunt,2292.24
"Mcfarland, Thomas and Boyd",2292.07
"Brewer, Brown and Wood",2292.03
"Burns, Smith and Wiggins",2292.02
"Friedman, Henderson and Graves",2291.98
Thornton-Todd,2291.92
Carpenter and Sons,2291.845
"Cook, Miller and Steele",2291.79
Hernandez-Bryant,2291.505
"Hill, Jordan and Thornton",2291.45
"Hoffman, Moore and Humphrey",2291.37
"Robinson, Rosales and Taylor",2291.28
"Brown, Lewis and Taylor",2291.18
Parsons-Davis,2291.03
Davila-Patton,2291.02
"Hurst, Clark and King",2291.0
Jones LLC,2290.7054929577466
"Lynch, Martinez and Hughes",2290.66
"George, Walker and Carr",2290.59
Torres-Jenkins,2290.5
Kim and Sons,2290.4607142857144
Craig-Ramirez,2290.45
Turner-Chambers,2290.43
"Wolf, Pena and Robbins",2290.38
Fuller and Sons,2290.3642857142854
Collins-Stewart,2290.245
"Ward, Torres and Buckley",2290.19
Scott and Sons,2290.144285714286
Palmer-Ellison,2290.1
"Brown, Sanchez and Blankenship",2290.03
"Simpson, Mendez and Carroll",2290.01
Gray-Reynolds,2289.97
Reed PLC,2289.848571428572
Patterson-West,2289.84
Parsons and Sons,2289.805
Martinez-Schmitt,2289.78
"Benjamin, Velasquez and Meyer",2289.77
Moore-Lucas,2289.77
Farmer-Anderson,2289.64
Patterson-Lewis,2289.6
"Reyes, Jacobs and Perez",2289.57
James-Edwards,2289.44
"Anderson, Salazar and Thomas",2289.41
Boyer-Wilson,2289.28
"Evans, Tapia and Garcia",2289.22
